id,typ,herkunft,variante,frage,kernaussage,erwartete_quellen,antwort,zitiert,kontext_dateien,quellen_ok,kernaussage_ok,treu,luecke_ok,kernaussage_begruendung,treu_begruendung,luecke_begruendung,zitiert_veraltet,veraltet_gekennzeichnet,veraltet_begruendung,kosten_in_usd,kosten_cache_write_usd,kosten_cache_read_usd,kosten_out_usd,input_tokens,cache_write_tokens,cache_read_tokens,output_tokens,retrieval_s,llm_s,gesamt_s,alles_ok
3,veraltet,mensch,corpus,Gibt es eine Testphase für Pro,"Nein, eine Testphase wird nicht mehr angeboten, andere Info ist veraltet",preise-und-tarife.md,"Ja, aber nur wenn du Pro über den **App Store oder Google Play** abschließt. Dort erhältst du eine **7-tägige kostenlose Testphase**. Wenn du innerhalb dieser Zeit kündigst, wird dir nichts berechnet.

Für **Web-Abos** bieten wir derzeit keine kostenlose Testphase an. Du kannst die Free-Version aber unbegrenzt nutzen und jederzeit upgraden.

Quellen: pro-funktionen-und-preise.md; preise-und-tarife.md",pro-funktionen-und-preise.md; preise-und-tarife.md,alle,0,0,0,,"Die Antwort behauptet fälschlich 'Ja, es gibt eine Testphase' (für Store-Abos), während laut Soll-Kernaussage die Antwort 'Nein, keine Testphase mehr' lauten müsste, da der aktuellere Artikel dies ausdrücklich verneint. Damit widerspricht die Hauptaussage der Antwort der Soll-Kernaussage.","Die Antwort konstruiert eine Unterscheidung zwischen Store- und Web-Abos bezüglich der Testphase, die so im Kontext nicht steht – der aktuelle Artikel 'preise-und-tarife.md' verneint eine Testphase generell für Pro, ohne nach Plattform zu differenzieren, während der veraltete Artikel eine Testphase ohne Plattformbeschränkung nennt. Die Vermischung beider Quellen zu einer plattformabhängigen Aussage ist eine nicht gedeckte Erfindung.",,1,0,"Die Antwort übernimmt die veraltete Angabe zur 7-tägigen Testphase für App-Store/Google-Play-Abschlüsse als weiterhin gültig, ohne sie als überholt zu kennzeichnen, obwohl die aktuelle Seite klar sagt, dass es generell keine Testphase mehr gibt. Beide Stände werden unkommentiert vermischt statt die veraltete Information als solche zu benennen.",2.2e-05,0.0,0.0013141,0.000695,22,0,13141,139,0.0,2.794,2.794,0
4,einfach,mensch,corpus,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,"Nein, nur Google und E-Mail/Passwort werden unterstützt",anmelden-mit-google.md,"Nein, FocusFlow unterstützt derzeit nur zwei Anmeldemethoden: **E-Mail und Passwort** sowie **„Mit Google anmelden""**. Eine Anmeldung mit Apple Login ist nicht möglich.

Quellen: anmelden-mit-google.md",anmelden-mit-google.md,alle,1,1,1,,"Die Antwort sagt klar, dass nur E-Mail/Passwort und Google-Anmeldung unterstützt werden und Apple Login nicht möglich ist – genau die Kernaussage.","Beide Aussagen (nur zwei Anmeldemethoden, andere Dienste nicht unterstützt) sind wörtlich durch den Kontext gedeckt.",,0,,,2.8e-05,0.0,0.0013141,0.000375,28,0,13141,75,0.0,1.762,1.762,1
5,einfach,mensch_korrigiert,corpus,Wieviele Habits kann ich in der Pro Version tracken,Unbeschränkt viele,habits-anlegen.md; preise-und-tarife.md,"Mit FocusFlow Pro kannst du **unbegrenzt viele Habits** tracken. 

In der kostenlosen Free-Version bist du auf **3 aktive Habits** begrenzt (archivierte Habits zählen nicht mit).

Quellen: preise-und-tarife.md; habits-anlegen.md",preise-und-tarife.md; habits-anlegen.md,alle,1,1,1,,"Die Antwort nennt klar die Hauptaussage, dass Pro unbegrenzt viele Habits erlaubt, was der Soll-Kernaussage entspricht.","Beide Aussagen (Pro: unbegrenzt viele Habits; Free: bis zu 3 aktive Habits, archivierte zählen nicht) sind wörtlich durch die Quellen preise-und-tarife.md und habits-anlegen.md gedeckt.",,0,,,2.6e-05,0.0,0.0013141,0.000415,26,0,13141,83,0.0,1.904,1.904,1
6,einfach,mensch,corpus,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version","Korrekt: Free läuft fest mit 25/5/15 Minuten, einstellbar (5–90 Min.) nur mit Pro",fokus-timer.md,"Das ist korrekt. In der **Free-Version** läuft der Fokus-Timer mit festen Standardzeiten: **25 Minuten Fokus, 5 Minuten Pause und 15 Minuten lange Pause**. Diese Zeiten lassen sich nicht anpassen.

Individuelle Fokus- und Pausenzeiten sind eine **Pro-Funktion**. Mit Pro kannst du Fokus- und Pausenzeiten frei zwischen 5 und 90 Minuten einstellen.

Quellen: fokus-timer.md;preise-und-tarife.md",fokus-timer.md; preise-und-tarife.md,alle,1,1,1,,"Die Antwort gibt exakt die Soll-Kernaussage wieder: Free läuft fest mit 25/5/15 Minuten, individuelle Einstellung (5–90 Min.) nur mit Pro.","Alle Angaben (25/5/15 Minuten in Free, freie Einstellbarkeit 5–90 Minuten mit Pro) sind wörtlich durch fokus-timer.md und preise-und-tarife.md gedeckt.",,0,,,3.1e-05,0.0,0.0013141,0.00076,31,0,13141,152,0.0,3.357,3.357,1
7,luecke,mensch_korrigiert,corpus,Gibt es Mengenrabatte,"Dazu gibt es keine Information, Verweis an den Support",keine,"Der Kontext beantwortet deine Frage zu Mengenrabatten nicht. Für Informationen dazu wende dich bitte an den Support in der App unter Einstellungen > Hilfe > Kontakt.

Quellen: keine",keine,alle,1,,1,1,,"Die Antwort enthält keine inhaltliche Behauptung außer dem Hinweis auf fehlende Information und dem vorgegebenen Support-Verweis, der laut Vorgabe immer als gedeckt gilt.","Die Frage nach Mengenrabatten wird in keinem der Hilfeartikel behandelt, und die Antwort verweist korrekt darauf, dass keine Information vorliegt, ohne eine inhaltliche Vermutung oder Teilantwort zu liefern.",0,,,2e-05,0.0,0.0013141,0.00032,20,0,13141,64,0.0,1.755,1.755,1
8,luecke,mensch_korrigiert,corpus,Kann ich Daten aus anderen Apps importieren,"Dazu gibt es keine Information, Verweis an den Support",keine,"Der Kontext beantwortet deine Frage nicht. FocusFlow bietet keine Funktion zum Importieren von Daten aus anderen Apps.

Für weitere Informationen wende dich bitte an den Support in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: keine",keine,alle,1,,0,0,,Die Behauptung 'FocusFlow bietet keine Funktion zum Importieren von Daten aus anderen Apps' steht in keinem der Artikel und ist somit nicht durch den Kontext gedeckt.,"Die Antwort behauptet explizit, FocusFlow biete keine Importfunktion – das ist eine inhaltliche (Negativ-)Aussage, die im Kontext nirgends gestützt wird, statt nur auf fehlende Information zu verweisen.",0,,,2.3e-05,0.0,0.0013141,0.0004,23,0,13141,80,0.0,3.628,3.628,0
9,einfach,mensch_korrigiert,corpus,Wie kann ich 2FA einrichten,"Geht derzeit nicht, eigene 2FA ist geplant; wer sich mit Google anmeldet, ist über die 2FA des Google-Kontos geschützt",roadmap-faq.md; verdaechtige-anmeldungen.md,"Zwei-Faktor-Authentifizierung (2FA) ist für FocusFlow-Konten mit E-Mail und Passwort derzeit **nicht verfügbar**. Eine 2FA ist aber geplant.

Bis dahin empfehlen wir dir ein langes, einzigartiges Passwort.

Falls du dich mit Google anmeldest, kannst du die Zwei-Faktor-Authentifizierung deines Google-Kontos nutzen – das schützt dann auch deinen FocusFlow-Zugang.

Quellen: roadmap-faq.md; verdaechtige-anmeldungen.md",roadmap-faq.md; verdaechtige-anmeldungen.md,alle,1,1,1,,"Die Antwort enthält alle Kernelemente: eigene 2FA derzeit nicht möglich, aber geplant, und Google-Nutzer sind über die 2FA ihres Google-Kontos geschützt.","Alle Aussagen (2FA nicht verfügbar, geplant, Empfehlung langes Passwort, Google-2FA schützt auch FocusFlow) sind wörtlich aus roadmap-faq.md bzw. verdaechtige-anmeldungen.md gedeckt.",,0,,,2.2e-05,0.0,0.0013141,0.00081,22,0,13141,162,0.0,6.346,6.346,1
10,mehrquellen,mensch_korrigiert,corpus,"Ich will den Tarif wieder von Pro zu Free wechseln und hab Pro 7 Tage ausprobiert, was passiert mit Restguthaben","Kündigen: Pro läuft bis Ende des bezahlten Zeitraums, keine weitere Abbuchung. Geld zurück nur beim Jahresabo innerhalb von 14 Tagen (dann endet Pro sofort); Monatsabo wird nie erstattet",abo-kuendigen.md; erstattungen.md,"Wenn du Pro kündigst, endet dein Zugang zum Ende des bereits bezahlten Zeitraums – nicht sofort. Das bedeutet: Hast du die 7-Tage-Testphase genutzt und danach dein Abo gestartet, läuft Pro bis zum Ende dieses Abrechnungszeitraums weiter.

Ein Restguthaben wird dir nicht ausgezahlt. Nach Ablauf deines bezahlten Zeitraums wird dein Konto automatisch auf Free umgestellt.

Wenn du mehr als 3 aktive Habits hast, werden die übrigen nach der Umstellung archiviert – dein Verlauf bleibt aber erhalten.

Quellen: abo-kuendigen.md",abo-kuendigen.md,alle,0,0,0,,"Die Antwort erklärt zwar korrekt, dass Pro bis zum Ende des bezahlten Zeitraums weiterläuft, lässt aber die zentrale Aussage zur Erstattung (Jahresabo: volle Rückerstattung innerhalb 14 Tage, Monatsabo: nie) komplett weg und behauptet stattdessen pauschal, es gebe kein Restguthaben – das widerspricht der Kernaussage direkt.","Die Behauptung, dass kein Restguthaben ausgezahlt wird, steht weder im zitierten Artikel noch im Gesamtkontext – im Gegenteil widerspricht sie der Erstattungsrichtlinie, laut der bei einem Jahresabo innerhalb von 14 Tagen eine volle Erstattung möglich ist.",,0,,,5.1e-05,0.0,0.0013141,0.00094,51,0,13141,188,0.0,3.725,3.725,0
11,einfach,entwurf,corpus,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,"Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige Adresse prüfen; wer sich mit Google registriert hat, hat kein Passwort und nutzt ""Mit Google anmelden""",passwort-zuruecksetzen.md,"Das ist ärgerlich. Hier sind die wichtigsten Punkte zum Überprüfen:

**E-Mail-Probleme:**
- Prüfe deinen Spam- bzw. Werbung-Ordner
- Warte ein paar Minuten und fordere den Link nicht mehrfach an – nur der zuletzt gesendete Link ist gültig
- Stelle sicher, dass du die richtige E-Mail-Adresse eingibst

**Spezialfall Google-Anmeldung:**
Hast du dich ursprünglich mit „Mit Google anmelden"" registriert? Dann hast du kein FocusFlow-Passwort und kannst die Passwort-Funktion nicht nutzen. In diesem Fall melde dich einfach mit „Mit Google anmelden"" an. Wenn du dein Google-Passwort vergessen hast, musst du es bei Google zurücksetzen.

**Wenn nichts hilft:**
Kontaktiere den Support über die App unter **Einstellungen > Hilfe > Kontakt**. Beschreib dort das Problem mit der fehlenden E-Mail.

Quellen: passwort-zuruecksetzen.md; anmelden-mit-google.md",passwort-zuruecksetzen.md; anmelden-mit-google.md,alle,1,1,1,,"Alle geforderten Kernpunkte sind enthalten: Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige Adresse prüfen sowie der Hinweis, dass Google-Nutzer kein Passwort haben und 'Mit Google anmelden' nutzen sollen.","Alle Aussagen sind wortnah aus den Artikeln 'passwort-zuruecksetzen.md' und 'anmelden-mit-google.md' übernommen, und der Support-Verweis ist laut Vorgabe immer gedeckt.",,0,,,4.2e-05,0.0,0.0013141,0.00154,42,0,13141,308,0.0,4.212,4.212,1
12,einfach,entwurf,corpus,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?","Ja: Google-Login hat ein separates neues Konto angelegt, Daten liegen im alten Konto; abmelden und mit der ursprünglichen Methode anmelden",anmelden-mit-google.md,"Ja, das ist wahrscheinlich der Fall. Laut unserer Dokumentation wird bei jeder unterschiedlichen Anmeldemethode ein separates Konto erstellt – auch wenn die E-Mail-Adresse identisch ist.

Das heißt: Wenn du dich ursprünglich mit **E-Mail und Passwort** registriert hast und später „Mit Google anmelden"" wählst, entsteht ein **neues, separates Konto**. Deine alten Habits sind nicht gelöscht, sondern liegen in deinem anderen Konto.

**So behebst du das:**

1. Melde dich ab.
2. Melde dich mit der **ursprünglichen Methode** an (E-Mail und Passwort), um zu deinen alten Habits zurückzukommen.

Wenn du beide Konten zusammenführen möchtest, kannst du das über den Support tun. Öffne dazu **Einstellungen > Hilfe > Kontakt** und wähle „Konten zusammenführen"". Der Support kann beide Konten zu einem verbinden – mit allen Habits aus beiden Konten.

Quellen: anmelden-mit-google.md; konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,alle,1,1,1,,"Die Antwort vermittelt korrekt, dass Google-Anmeldung ein neues, separates Konto erzeugt, die alten Habits im ursprünglichen Konto liegen und man sich abmelden und mit der ursprünglichen Methode wieder anmelden soll – die Kernaussage ist vollständig und unwidersprochen enthalten.","Alle Aussagen (getrenntes Konto bei unterschiedlicher Anmeldemethode, Habits nicht gelöscht sondern im anderen Konto, Lösung durch Abmelden/erneutes Anmelden, Möglichkeit der Kontozusammenführung über den Support mit Übernahme aller Habits) sind direkt durch die Artikel 'anmelden-mit-google.md' und 'konten-zusammenfuehren.md' gedeckt.",,0,,,5.2e-05,0.0,0.0013141,0.00156,52,0,13141,312,0.0,4.691,4.691,1
13,einfach,entwurf,corpus,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten","Oft nur Vormerkung, verschwindet in 3–5 Werktagen; danach über Einstellungen > Hilfe > Kontakt ""Zahlungsproblem melden"", wird vollständig erstattet; Store-Abos an Apple/Google",doppelte-abbuchung.md; erstattungen.md,"Ich verstehe deine Frustration. Lass mich dir helfen.

**Wichtig zuerst:** In vielen Fällen handelt es sich bei der zweiten Buchung nur um eine **Vormerkung (Autorisierung)** deiner Bank – das ist noch keine echte Abbuchung und verschwindet in der Regel innerhalb von **3–5 Werktagen** von selbst.

Prüfe deshalb zuerst in deinem Kontoauszug, ob die zweite Buchung als „vorgemerkt"", „ausstehend"" oder „Autorisierung"" angezeigt wird. Wenn ja, musst du nichts tun.

**Falls die Buchung nach 5 Werktagen noch da ist:**

1. Öffne in der App **Einstellungen > Hilfe > Kontakt**
2. Wähle „Zahlungsproblem melden""
3. Gib deine FocusFlow-E-Mail-Adresse an
4. Füge wenn möglich einen Screenshot beider Buchungen oder die Transaktionsnummern bei

Wir prüfen den Fall und erstatten den doppelt belasteten Betrag vollständig auf dein ursprüngliches Zahlungsmittel.

Quellen: doppelte-abbuchung.md",doppelte-abbuchung.md,alle,1,1,1,,"Die Antwort erklärt korrekt, dass es sich oft um eine Vormerkung handelt, die nach 3–5 Werktagen verschwindet, und beschreibt den Meldeweg über Einstellungen > Hilfe > Kontakt mit vollständiger Erstattung – die Kernaussage ist damit im Wesentlichen enthalten, auch wenn der Hinweis auf Store-Abos fehlt (tolerierbarer Nebenpunkt).","Alle inhaltlichen Aussagen (Vormerkung, 3–5 Werktage, Meldeweg, benötigte Angaben, vollständige Erstattung) sind wortnah aus dem Artikel 'doppelte-abbuchung.md' übernommen, keine Widersprüche oder ungedeckten Behauptungen.",,0,,,3.9e-05,0.0,0.0013141,0.00166,39,0,13141,332,0.0,5.001,5.001,1
14,einfach,entwurf,corpus,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin","Passwort ändern, alle anderen Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app informieren",verdaechtige-anmeldungen.md,"Das ist ernst zu nehmen. Hier sind die Schritte, die du sofort durchführen solltest:

1. **Passwort ändern:** Gehe zu Einstellungen > Sicherheit > Passwort ändern. Wähle ein starkes Passwort, das du nirgendwo sonst verwendest.

2. **Alle anderen Geräte abmelden:** Gehe zu Einstellungen > Sicherheit > Aktive Sitzungen und wähle „Alle anderen Geräte abmelden"". So kannst du auch sehen, welche Geräte aktuell angemeldet sind.

3. **E-Mail-Konto sichern:** Wer Zugriff auf dein E-Mail-Postfach hat, kann auch dein FocusFlow-Passwort zurücksetzen. Ändere daher auch dort dein Passwort.

4. **Support informieren:** Schreib an **security@focusflow.app** und leite die Benachrichtigungs-E-Mail von uns weiter.

Deine Daten in FocusFlow selbst sind durch die Verschlüsselung geschützt, aber es ist wichtig, schnell zu handeln, um den Zugriff zu sperren.

Quellen: verdaechtige-anmeldungen.md",verdaechtige-anmeldungen.md,alle,1,1,1,,"Alle vier geforderten Kernpunkte (Passwort ändern, andere Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app informieren) sind vollständig und korrekt enthalten, nichts widerspricht der Kernaussage.","Die vier Handlungsschritte stammen wörtlich aus dem Artikel 'Verdächtige Anmeldungen'. Die zusätzliche Aussage zur Verschlüsselung der Daten ist durch den Artikel 'Datenschutz und Speicherort' (TLS, AES-256) gedeckt, auch wenn er nicht in der Quellenzeile genannt wird.",,0,,,5.5e-05,0.0,0.0013141,0.00168,55,0,13141,336,0.0,3.443,3.443,1
15,einfach,entwurf,corpus,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?","EU, Rechenzentrum in Frankfurt am Main, keine Übertragung in Drittländer",datenschutz-und-speicherort.md,"Deine Daten werden in der **Europäischen Union** gespeichert, konkret im Rechenzentrum unseres Hosting-Anbieters in **Frankfurt am Main**. Eine Übertragung in Drittländer (wie die USA) findet für deine Habit-Daten nicht statt.

Quellen: datenschutz-und-speicherort.md",datenschutz-und-speicherort.md,alle,1,1,0,,Die Antwort nennt korrekt EU/Frankfurt am Main als Speicherort und dass keine Übertragung in Drittländer erfolgt – die geforderte Kernaussage ist vollständig und unwidersprochen enthalten.,"Die Aussage, dass die USA ein Beispiel für ein Drittland seien, wird im Kontext nirgends erwähnt; der Artikel spricht nur allgemein von 'Drittländern', ohne die USA zu nennen. Diese zusätzliche, nicht belegte Konkretisierung verletzt die strikte Kontexttreue.",,0,,,4.2e-05,0.0,0.0013141,0.00049,42,0,13141,98,0.0,2.098,2.098,0
16,einfach,entwurf,corpus,gibts eigentlich ein widget für android oder nur fürs iphone?,"Ja, Android ab Version 10 (Startbildschirm); Timer-Widget nur mit Pro",widgets.md,"Widgets gibt es für beide Plattformen:

**iOS:** Widgets für Home-Bildschirm und Sperrbildschirm (ab iOS 17)

**Android:** Widgets für den Startbildschirm (ab Android 10)

Verfügbar sind die Tagesübersicht (in verschiedenen Größen), ein Widget für einen einzelnen Habit und das Fokus-Timer-Widget (nur mit Pro).

Quellen: widgets.md",widgets.md,alle,1,1,1,,"Die Antwort bestätigt Android-Widgets ab Android 10 und nennt korrekt, dass das Timer-Widget nur mit Pro verfügbar ist – die Kernaussage ist vollständig enthalten.","Alle genannten Details (iOS ab 17, Android ab 10, Widget-Typen, Timer-Widget nur mit Pro) sind wörtlich im Kontext (widgets.md) belegt.",,0,,,2.8e-05,0.0,0.0013141,0.000565,28,0,13141,113,0.0,2.077,2.077,1
17,mehrquellen,entwurf,corpus,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?","Das sind zwei getrennte Konten; Zusammenführen nur über den Support (Einstellungen > Hilfe > Kontakt), dauert bis zu 5 Werktage, nicht umkehrbar",anmelden-mit-google.md; konten-zusammenfuehren.md,"Du hast zwei separate Konten erstellt – eines mit E-Mail/Passwort und eines mit Google-Anmeldung. Das ist normal, da jede Anmeldemethode ein eigenes Konto erzeugt, auch bei gleicher E-Mail-Adresse.

Um beide Konten zusammenzuführen, musst du den Support kontaktieren:

1. Melde dich mit dem Konto an, das dein **Zielkonto** sein soll (also das, bei dem du bleiben möchtest).
2. Öffne **Einstellungen > Hilfe > Kontakt** und wähle „Konten zusammenführen"".
3. Gib die E-Mail-Adresse des anderen Kontos an.
4. Bestätige die Anfrage in beiden Bestätigungsmails, die du erhältst.

Der Support führt dann alle Habits aus beiden Konten zusammen – mit vollständigem Verlauf und neu berechneten Streaks. Die Zusammenführung dauert bis zu 5 Werktage.

**Wichtig:** Nur ein Konto darf ein aktives Pro-Abo haben. Hast du Pro auf beiden Konten, musst du eines vorher kündigen.

Quellen: anmelden-mit-google.md;konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,alle,1,1,1,,"Die Antwort vermittelt korrekt, dass es sich um zwei getrennte Konten handelt, dass die Zusammenführung nur über den Support (Einstellungen > Hilfe > Kontakt) möglich ist und bis zu 5 Werktage dauert. Der Hinweis, dass die Zusammenführung nicht rückgängig gemacht werden kann, fehlt, ist aber ein tolerierbarer Nebenpunkt, da die Hauptaussage vollständig und korrekt wiedergegeben wird.","Alle Behauptungen der Antwort (getrennte Konten durch unterschiedliche Anmeldemethoden, Ablauf über Support mit Zielkonto und Bestätigungsmails, Übernahme von Habits/Verlauf/Streaks, Dauer bis 5 Werktage, Einschränkung bei zwei aktiven Pro-Abos) sind wörtlich oder direkt aus den Artikeln 'Mit Google anmelden' und 'Zwei Konten zusammenführen' gedeckt.",,0,,,6.5e-05,0.0,0.0013141,0.001685,65,0,13141,337,0.0,4.25,4.25,1
18,einfach,entwurf,corpus,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.","Beim Wechsel monatlich → jährlich wird der Restmonat als Guthaben mit dem Jahrespreis verrechnet (z. B. 54,34 statt 59 USD); eine volle Belastung entspricht nicht diesem Ablauf",tarif-wechseln.md,"Ich verstehe dein Problem. Laut unserer Dokumentation sollte beim Wechsel von monatlich auf jährlich ein anteiliges Guthaben für die restlichen Tage deines aktuellen Monats berechnet und direkt mit dem Jahrespreis verrechnet werden – du solltest also weniger zahlen, nicht mehr.

Es ist möglich, dass es sich um eine **Vormerkung (Autorisierung)** handelt, die nach **3–5 Werktagen** von selbst verschwindet. Prüfe in deinem Konto, ob die Buchung als „vorgemerkt"" oder „ausstehend"" angezeigt wird.

Falls die Buchung nach 5 Werktagen noch da ist oder du tatsächlich zu viel bezahlt hast, melde dich bitte über **Einstellungen > Hilfe > Kontakt** und wähle „Zahlungsproblem melden"". Gib deine Konto-E-Mail-Adresse an und füge wenn möglich einen Screenshot der Buchung bei. Wir prüfen den Fall und erstatten zu viel bezahlte Beträge vollständig.

Quellen: tarif-wechseln.md; doppelte-abbuchung.md",tarif-wechseln.md; doppelte-abbuchung.md,alle,1,1,1,,"Die Antwort erklärt korrekt, dass beim Wechsel monatlich→jährlich ein anteiliges Guthaben verrechnet wird und der Kunde daher weniger, nicht mehr zahlen sollte – die Kernaussage ist damit sinngemäß enthalten, auch wenn das konkrete Zahlenbeispiel fehlt.","Alle Aussagen (Proration-Mechanik, Hinweis auf Vormerkung/3-5 Werktage, Kontaktweg 'Zahlungsproblem melden') stammen direkt aus tarif-wechseln.md bzw. doppelte-abbuchung.md; die Formulierung 'zu viel bezahlte Beträge' ist eine naheliegende Übertragung der dort beschriebenen Erstattungsregel auf den geschilderten Fall und widerspricht dem Kontext nicht.",,0,,,6e-05,0.0,0.0013141,0.00159,60,0,13141,318,0.0,4.325,4.325,1
19,mehrquellen,entwurf,corpus,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?","Ja, innerhalb von 14 Tagen wird der tatsächlich gezahlte Betrag erstattet, Pro endet dann sofort (danach neu monatlich abschließen); ein normaler Wechsel zurück auf monatlich greift erst zum Laufzeitende",tarif-wechseln.md; erstattungen.md,"Du kannst jederzeit zurück auf monatliche Zahlung wechseln. Das wird aber **erst zum Ende deines aktuellen Jahreszeitraums** wirksam – bis dahin behältst du Pro wie gewohnt.

Eine Rückerstattung für den bereits bezahlten Jahreszeitraum ist leider nicht möglich. Nach unserer Erstattungsrichtlinie erstatten wir Jahresabos nur innerhalb von **14 Tagen** nach dem Kauf. Da du vor einer Woche gewechselt hast, bist du noch innerhalb dieser Frist.

Wenn du möchtest, kannst du eine Erstattung beantragen:

1. Öffne **Einstellungen > Hilfe > Kontakt** und wähle „Erstattung anfragen"".
2. Gib deine Konto-E-Mail und das Kaufdatum an.

Die Erstattung wird innerhalb von 5–10 Werktagen auf dein ursprüngliches Zahlungsmittel gebucht.

Quellen: tarif-wechseln.md;erstattungen.md",tarif-wechseln.md; erstattungen.md,alle,1,0,0,,"Die Antwort behauptet zunächst fälschlich, eine Rückerstattung sei 'leider nicht möglich', widerspricht sich dann aber selbst und bietet doch eine Erstattung an – dieser Widerspruch verletzt die Kernaussage, auch wenn am Ende die richtige Information (Erstattung innerhalb 14 Tage möglich) genannt wird.","Die Aussage 'Eine Rückerstattung für den bereits bezahlten Jahreszeitraum ist leider nicht möglich' widerspricht direkt dem Kontext, der für Jahresabos innerhalb von 14 Tagen eine volle Erstattung vorsieht.",,0,,,5.4e-05,0.0,0.0013141,0.001425,54,0,13141,285,0.0,17.044,17.044,0
20,aehnlich,entwurf,corpus,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?","Normal: Pro läuft bis zum Ende des bezahlten Zeitraums weiter, danach Free; keine weitere Abbuchung",abo-kuendigen.md,"Deine Pro-Version läuft bis zum Ende des bereits bezahlten Zeitraums weiter – also bis 2027. Das ist korrekt. Nachdem du gekündigt hast, erfolgt keine weitere Abbuchung mehr. Erst wenn dieser Zeitraum abgelaufen ist, wird dein Konto automatisch auf Free umgestellt.

Das ist das normale Verhalten bei Kündigungen: Der Zugang bleibt bestehen bis zum Ende der bezahlten Laufzeit.

Quellen: abo-kuendigen.md",abo-kuendigen.md,alle,1,1,1,,"Die Antwort enthält die Hauptaussage vollständig: Pro läuft bis Ende des bezahlten Zeitraums weiter, danach Umstellung auf Free, keine weitere Abbuchung.","Alle Aussagen (Weiterlaufen bis Zeitraumende, keine weitere Abbuchung, danach Umstellung auf Free) sind wörtlich aus abo-kuendigen.md gedeckt; die konkrete Angabe 'bis 2027' übernimmt nur die Nutzerangabe, ohne neue Behauptung.",,0,,,5.2e-05,0.0,0.0013141,0.000685,52,0,13141,137,0.0,2.464,2.464,1
21,aehnlich,entwurf,corpus,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,"Nein, die Löschung ist endgültig, auch der Support kann sie nicht rückgängig machen",konto-loeschen.md,"Leider nein. Eine gelöschte Kontolöschung kann nicht rückgängig gemacht werden – auch nicht durch den Support. Deine Daten werden sofort deaktiviert und spätestens nach 30 Tagen aus den Backups entfernt.

Du kannst dich aber jederzeit mit derselben E-Mail-Adresse neu registrieren und ein neues Konto anlegen. Deine alten Daten sind dann allerdings verloren.

Falls du vor der Löschung deine Daten exportiert hast (CSV oder JSON), kannst du diese noch einsehen – importieren lassen sie sich aber nicht automatisch.

Quellen: konto-loeschen.md",konto-loeschen.md,alle,1,1,0,,"Die Antwort sagt klar, dass die Löschung endgültig ist und auch der Support sie nicht rückgängig machen kann – das entspricht genau der Soll-Kernaussage.","Die Aussagen zur Endgültigkeit, Deaktivierung und 30-Tage-Backup-Frist sind durch den Artikel 'Konto löschen' gedeckt, aber die Behauptungen, man könne sich mit derselben E-Mail-Adresse neu registrieren bzw. exportierte Daten ließen sich nicht automatisch importieren, stehen nicht im Kontext und sind erfunden.",,0,,,4.2e-05,0.0,0.0013141,0.000885,42,0,13141,177,0.0,3.056,3.056,0
