id,typ,herkunft,variante,frage,kernaussage,erwartete_quellen,antwort,zitiert,kontext_dateien,quellen_ok,kernaussage_ok,treu,luecke_ok,kernaussage_begruendung,treu_begruendung,luecke_begruendung,zitiert_veraltet,veraltet_gekennzeichnet,veraltet_begruendung,kosten_in_usd,kosten_cache_write_usd,kosten_cache_read_usd,kosten_out_usd,input_tokens,cache_write_tokens,cache_read_tokens,output_tokens,retrieval_s,llm_s,gesamt_s,alles_ok
2,veraltet,mensch,contextual,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?","Nein: aktuell 6,99 USD/Monat oder 59 USD/Jahr, keine Testphase",preise-und-tarife.md,"Das ist teilweise veraltet! 😊

Laut den aktuellen Informationen kostet FocusFlow Pro:
- **6,99 USD pro Monat** (nicht 4,99 USD)
- **59 USD pro Jahr** (etwa 30 % günstiger)

Zur kostenlosen Testphase: Das ist leider **nicht mehr aktuell**. Derzeit bieten wir keine kostenlose Testphase für Pro an. Du kannst aber die **Free-Version unbegrenzt nutzen** und jederzeit upgraden, wenn du Pro ausprobieren möchtest.

Falls du noch Fragen hast, kontaktier gerne unseren Support in der App unter Einstellungen > Hilfe > Kontakt.

Quellen: preise-und-tarife.md",preise-und-tarife.md,pro-funktionen-und-preise.md; preise-und-tarife.md,1,1,1,,"Die Antwort nennt korrekt den aktuellen Preis (6,99 USD/Monat, 59 USD/Jahr) und stellt klar, dass es aktuell keine kostenlose Testphase gibt – die Kernaussage ist somit vollständig enthalten.","Alle Aussagen (Preise, keine Testphase, unbegrenzte Free-Nutzung, Support-Verweis) sind wörtlich durch den aktuelleren Kontext (preise-und-tarife.md) gedeckt; die veraltete Quelle wird korrekt nicht als aktuell dargestellt.",,0,,,0.001528,0.0,0.0,0.000995,1528,0,0,199,0.0843,3.327,3.411,1
3,veraltet,mensch,contextual,Gibt es eine Testphase für Pro,"Nein, eine Testphase wird nicht mehr angeboten, andere Info ist veraltet",preise-und-tarife.md,"Ja, es gibt eine Testphase! 🎉

Beim ersten Abschluss von FocusFlow Pro erhältst du eine **7-tägige kostenlose Testphase**. Wenn du innerhalb dieser Zeit kündigst, wird dir nichts berechnet. Danach beginnt dein gewähltes Abo automatisch.

Du kannst Pro ganz einfach unter **Einstellungen > FocusFlow Pro** in der App aktivieren.

Quellen: pro-funktionen-und-preise.md",pro-funktionen-und-preise.md,pro-funktionen-und-preise.md; fokus-timer.md,0,0,1,,"Die Soll-Kernaussage besagt, dass es keine Testphase mehr gibt, da die Info veraltet ist – die Antwort behauptet jedoch das Gegenteil und widerspricht damit der Kernaussage.","Alle Aussagen (7-tägige Testphase, Kündigungsbedingungen, Aktivierung über Einstellungen > FocusFlow Pro) sind wörtlich durch den mitgegebenen Kontext gedeckt.",,1,0,"Die Antwort übernimmt die veraltete Angabe zur 7-tägigen Testphase unkommentiert als gültig, ohne sie als veraltet zu kennzeichnen, und erwähnt nicht, dass laut aktueller Seite von 2026 keine Testphase mehr angeboten wird.",0.001401,0.0,0.0,0.000665,1401,0,0,133,0.0936,1.468,1.561,0
4,einfach,mensch,contextual,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,"Nein, nur Google und E-Mail/Passwort werden unterstützt",anmelden-mit-google.md,"Der Kontext beantwortet deine Frage leider nicht. Ich habe nur Informationen zur Anmeldung mit Google, aber nichts zu Apple Login.

Für eine genaue Antwort kontaktiere bitte den Support direkt – in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: keine",keine,anmelden-mit-google.md; verdaechtige-anmeldungen.md; konten-zusammenfuehren.md; roadmap-faq.md,0,0,1,,"Die Antwort verweist nur an den Support und stellt fest, dass Apple Login im Kontext nicht behandelt wird, liefert aber nicht die geforderte Hauptaussage, dass nur Google und E-Mail/Passwort unterstützt werden.","Die Antwort macht keine inhaltlichen Behauptungen, die über den Kontext hinausgehen, sondern verweist lediglich korrekt auf fehlende Informationen und den Support-Kontakt.",,0,,,0.001292,0.0,0.0,0.000445,1292,0,0,89,0.0918,1.751,1.842,0
5,einfach,mensch_korrigiert,contextual,Wieviele Habits kann ich in der Pro Version tracken,Unbeschränkt viele,habits-anlegen.md; preise-und-tarife.md,"In der **Pro-Version** kannst du **unbegrenzt viele Habits** tracken – es gibt keine Obergrenze! 

Das ist einer der Hauptvorteile von Pro gegenüber der kostenlosen Version, in der du maximal 3 aktive Habits gleichzeitig haben kannst.

Quellen: habits-anlegen.md; pro-funktionen-und-preise.md",habits-anlegen.md; pro-funktionen-und-preise.md,habits-anlegen.md; pro-funktionen-und-preise.md; streaks.md; bekannte-probleme.md,1,1,1,,"Die Antwort sagt klar, dass mit Pro unbegrenzt viele Habits getrackt werden können, was exakt der Soll-Kernaussage entspricht.","Beide Aussagen (unbegrenzte Habits mit Pro, max. 3 aktive Habits in der Free-Version) sind wörtlich durch die Quellen habits-anlegen.md und pro-funktionen-und-preise.md gedeckt.",,1,0,"Die Antwort kennzeichnet die zitierte Seite nirgends als veraltet oder überholt, sondern gibt die Angabe unkommentiert als gültig wider – Kriterium 1 ist somit nicht erfüllt.",0.001329,0.0,0.0,0.0005,1329,0,0,100,0.0887,1.626,1.715,1
6,einfach,mensch,contextual,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version","Korrekt: Free läuft fest mit 25/5/15 Minuten, einstellbar (5–90 Min.) nur mit Pro",fokus-timer.md,"Das ist völlig normal! 😊 In der **Free-Version** läuft der Fokus-Timer mit festen Standardzeiten: **25 Minuten Fokus, 5 Minuten Pause und 15 Minuten längere Pause**. Diese Zeiten lassen sich nicht anpassen.

Wenn du die Timer-Zeiten flexibel einstellen möchtest (zwischen 5 und 90 Minuten), brauchst du ein **Upgrade auf FocusFlow Pro**. Mit Pro kannst du die Zeiten frei anpassen und bekommst auch Hintergrundklänge (Regen, Café, weißes Rauschen).

Pro kostet 6,99 USD/Monat oder 59 USD/Jahr. Du kannst jederzeit upgraden – die Free-Version bleibt aber unbegrenzt kostenlos nutzbar.

Quellen: preise-und-tarife.md; fokus-timer.md",preise-und-tarife.md; fokus-timer.md,preise-und-tarife.md; fokus-timer.md; bekannte-probleme.md,1,1,1,,"Die Antwort enthält die Kernaussage korrekt: Free läuft fest mit 25/5/15 Minuten, Pro erlaubt 5–90 Minuten Einstellung. Nichts widerspricht dem.","Alle Angaben (Free-Zeiten 25/5/15, Pro-Einstellbereich 5-90 Min, Hintergrundklänge, Preise 6,99 USD/Monat bzw. 59 USD/Jahr, unbegrenzte Free-Nutzung) sind wörtlich durch den Kontext gedeckt.",,0,,,0.001404,0.0,0.0,0.00121,1404,0,0,242,0.0887,3.059,3.147,1
7,luecke,mensch_korrigiert,contextual,Gibt es Mengenrabatte,"Dazu gibt es keine Information, Verweis an den Support",keine,"Deine Frage zu Mengenrabatten kann ich anhand der verfügbaren Hilfeartikel leider nicht beantworten. Die Dokumentation behandelt dieses Thema nicht.

Bitte wende dich direkt an unseren Support – du findest die Kontaktmöglichkeit in der App unter **Einstellungen > Hilfe > Kontakt**. Das Team hilft dir gerne weiter!

Quellen: keine",keine,pro-funktionen-und-preise.md; tarif-wechseln.md; erstattungen.md,1,,1,1,,"Es werden keine inhaltlichen Behauptungen aufgestellt außer dem vorgegebenen Support-Verweis, daher ist die Antwort vollständig durch den Kontext gedeckt.","Die Antwort erklärt korrekt, dass zu Mengenrabatten keine Information vorliegt, verweist an den Support und gibt keine inhaltliche Antwort oder Vermutung ab.",0,,,0.001369,0.0,0.0,0.000565,1369,0,0,113,0.0734,1.759,1.833,1
8,luecke,mensch_korrigiert,contextual,Kann ich Daten aus anderen Apps importieren,"Dazu gibt es keine Information, Verweis an den Support",keine,"Deine Frage zum Import von Daten aus anderen Apps kann ich leider nicht aus den verfügbaren Hilfematerialien beantworten. 

Der Kontext behandelt zwar den **Export** deiner FocusFlow-Daten (als CSV oder JSON über Einstellungen > Konto > Daten exportieren), aber nicht den Import von Daten aus anderen Anwendungen.

Für eine genaue Antwort kontaktiere bitte den Support direkt in der App unter **Einstellungen > Hilfe > Kontakt** oder schreib an **datenschutz@focusflow.app**.

Quellen: keine",keine,datenschutz-und-speicherort.md; synchronisierung.md; roadmap-faq.md,1,,1,0,,"Alle genannten Fakten (Export als CSV/JSON über Einstellungen > Konto, fehlende Import-Information, Support-Kontakt und Datenschutz-E-Mail) sind wörtlich im Kontext belegt.","Die Antwort verweist zwar korrekt darauf, dass keine Information zum Import vorliegt und leitet an den Support weiter, liefert aber zusätzlich eine inhaltliche Teilantwort mit verwandten Informationen (Export-Funktion), was laut Kriterium nicht erlaubt ist.",0,,,0.001338,0.0,0.0,0.000805,1338,0,0,161,0.0963,2.699,2.796,0
9,einfach,mensch_korrigiert,contextual,Wie kann ich 2FA einrichten,"Geht derzeit nicht, eigene 2FA ist geplant; wer sich mit Google anmeldet, ist über die 2FA des Google-Kontos geschützt",roadmap-faq.md; verdaechtige-anmeldungen.md,"FocusFlow bietet derzeit **keine eigene Zwei-Faktor-Authentifizierung** an, die du direkt in der App einrichten kannst.

Es gibt aber zwei Optionen für dich:

1. **Mit Google anmelden:** Wenn du dich über „Mit Google anmelden"" registrierst, schützt die 2FA deines Google-Kontos automatisch auch deinen FocusFlow-Zugang. Du stellst die 2FA dann in deinen Google-Kontoeinstellungen ein.

2. **Starkes Passwort:** Wenn du dich mit E-Mail und Passwort anmeldest, empfehlen wir dir ein langes, einzigartiges Passwort.

Eine native 2FA für E-Mail-Konten ist auf der Roadmap geplant – kommt also bald! 🚀

Quellen: verdaechtige-anmeldungen.md; roadmap-faq.md",verdaechtige-anmeldungen.md; roadmap-faq.md,verdaechtige-anmeldungen.md; roadmap-faq.md; tarif-wechseln.md; konten-zusammenfuehren.md,1,1,0,,"Die Antwort enthält alle Kernpunkte: keine eigene 2FA aktuell, geplante Einführung für E-Mail/Passwort-Konten und Schutz über Google-2FA bei Google-Login.","Die Aussage 'kommt also bald' suggeriert einen zeitnahen Termin, der im Kontext nicht genannt wird (dort steht nur 'geplant' ohne Zeitangabe), was eine nicht gedeckte Behauptung darstellt.",,0,,,0.001547,0.0,0.0,0.00121,1547,0,0,242,0.0927,3.202,3.295,0
10,mehrquellen,mensch_korrigiert,contextual,"Ich will den Tarif wieder von Pro zu Free wechseln und hab Pro 7 Tage ausprobiert, was passiert mit Restguthaben","Kündigen: Pro läuft bis Ende des bezahlten Zeitraums, keine weitere Abbuchung. Geld zurück nur beim Jahresabo innerhalb von 14 Tagen (dann endet Pro sofort); Monatsabo wird nie erstattet",abo-kuendigen.md; erstattungen.md,"Gute Frage! Basierend auf den Informationen zur 7-tägigen Testphase:

Wenn du Pro während der **kostenlosen 7-Tage-Testphase** kündigst, wird dir nichts berechnet – es gibt also kein Restguthaben, da du noch gar nicht bezahlt hast.

Nach der Testphase beginnt dein gewähltes Abo automatisch. Falls du danach kündigst, läuft dein Pro-Zugang bis zum Ende des bereits bezahlten Zeitraums weiter, bevor dein Konto auf Free umgestellt wird. Eine Rückerstattung für den restlichen Zeitraum ist in den verfügbaren Informationen nicht erwähnt.

Für spezifische Fragen zu Restguthaben oder Rückerstattungen empfehle ich dir, den Support zu kontaktieren – in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: pro-funktionen-und-preise.md; abo-kuendigen.md",pro-funktionen-und-preise.md; abo-kuendigen.md,erstattungen.md; pro-funktionen-und-preise.md; abo-kuendigen.md,0,0,1,,"Die Antwort erklärt korrekt, dass Pro bis Ende des bezahlten Zeitraums läuft und danach keine Abbuchung erfolgt, lässt aber den zentralen Punkt der Soll-Kernaussage – dass eine Erstattung nur beim Jahresabo innerhalb von 14 Tagen möglich ist (mit sofortigem Ende von Pro) und beim Monatsabo nie erfolgt – komplett aus und verweist stattdessen nur auf den Support. Damit fehlt die Hauptaussage zur Rückerstattungsregelung.","Alle genannten Fakten (Testphase ohne Berechnung, automatischer Abo-Start danach, Fortlaufen des Pro-Zugangs bis Periodenende) sind direkt durch die Quellen abo-kuendigen.md und pro-funktionen-und-preise.md gedeckt; die Aussage zum fehlenden Restguthaben während der Testphase ist eine logisch zwingende Folgerung, und der Verweis auf den Support ist vorgegeben zulässig.",,1,0,"Die Antwort übernimmt die veraltete Angabe zur 7-tägigen Testphase als gültig, ohne sie als veraltet zu kennzeichnen, obwohl die aktuelle Seite von 2026 klar sagt, dass es derzeit keine kostenlose Testphase mehr gibt. Es werden auch keine aktuellen Preise oder Informationen aus der 2026-Seite genannt.",0.001617,0.0,0.0,0.001335,1617,0,0,267,0.101,3.26,3.36,0
11,einfach,entwurf,contextual,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,"Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige Adresse prüfen; wer sich mit Google registriert hat, hat kein Passwort und nutzt ""Mit Google anmelden""",passwort-zuruecksetzen.md,"Das tut mir leid! Lass mich dir helfen. Probier bitte folgende Schritte:

1. **Spam-Ordner prüfen** – Die E-Mail könnte dort gelandet sein.
2. **Warte ein paar Minuten** und fordere den Link nicht mehrfach an – nur der zuletzt gesendete Link ist gültig.
3. **Richtige E-Mail-Adresse?** – Stelle sicher, dass du die E-Mail-Adresse eingibst, mit der du dich registriert hast.
4. **Mit Google angemeldet?** – Falls ja, hast du kein FocusFlow-Passwort. Nutze stattdessen auf dem Anmeldebildschirm „Mit Google anmelden"".

Wenn das alles nicht hilft, wende dich bitte an den Support in der App unter **Einstellungen > Hilfe > Kontakt**. Die können dir direkt weiterhelfen!

Quellen: passwort-zuruecksetzen.md",passwort-zuruecksetzen.md,passwort-zuruecksetzen.md; anmelden-mit-google.md; verdaechtige-anmeldungen.md,1,1,1,,"Die Antwort enthält alle Kernpunkte: Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige E-Mail-Adresse prüfen und der Hinweis, dass Google-Nutzer kein FocusFlow-Passwort haben und 'Mit Google anmelden' nutzen sollen.","Alle Aussagen der Antwort sind wörtlich oder nahezu wörtlich aus dem Kontext zum Passwort zurücksetzen übernommen, und der Support-Verweis gilt als vorgegeben und somit gedeckt.",,0,,,0.001743,0.0,0.0,0.00131,1743,0,0,262,0.09,3.595,3.685,1
12,einfach,entwurf,contextual,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?","Ja: Google-Login hat ein separates neues Konto angelegt, Daten liegen im alten Konto; abmelden und mit der ursprünglichen Methode anmelden",anmelden-mit-google.md,"Ja, das ist sehr wahrscheinlich! 

Das passiert häufig, wenn du dich ursprünglich mit E-Mail und Passwort angemeldet hast und später „Mit Google anmelden"" gewählt hast. FocusFlow erstellt dann ein **neues, separates Konto** – auch wenn die E-Mail-Adresse gleich ist. Deine alten Habits sind nicht gelöscht, sondern liegen in deinem anderen Konto.

**Das kannst du tun:**
1. Melde dich ab und melde dich mit deiner ursprünglichen Anmeldemethode (E-Mail + Passwort) wieder an – deine Habits sollten dann wieder da sein.
2. Falls du bereits in beiden Konten Daten hast und diese zusammenführen möchtest, kontaktiere unseren Support. Das geht nicht selbst in der App, aber der Support kann beide Konten für dich zusammenführen.

Den Support erreichst du in der App unter **Einstellungen > Hilfe > Kontakt**.

Quellen: anmelden-mit-google.md; konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,anmelden-mit-google.md; verdaechtige-anmeldungen.md; konten-zusammenfuehren.md,1,1,1,,"Die Antwort enthält die Hauptaussage vollständig: Google-Login erstellt ein neues separates Konto, die Daten liegen im alten Konto, und die Lösung ist Abmelden und Anmelden mit der ursprünglichen Methode.","Alle Behauptungen sind durch den Kontext gedeckt: die Erklärung zum separaten Konto, der Hinweis auf verschwundene Habits, die Lösung mit Ab- und Wiederanmeldung sowie der Verweis auf den Support zur Kontenzusammenführung, der laut Kontext ebenfalls korrekt ist.",,0,,,0.001413,0.0,0.0,0.00144,1413,0,0,288,0.0952,2.977,3.072,1
13,einfach,entwurf,contextual,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten","Oft nur Vormerkung, verschwindet in 3–5 Werktagen; danach über Einstellungen > Hilfe > Kontakt ""Zahlungsproblem melden"", wird vollständig erstattet; Store-Abos an Apple/Google",doppelte-abbuchung.md; erstattungen.md,"Ich verstehe deine Frustration! Lass mich dir helfen.

**Erste Überprüfung:** Schau in deinem Bankkonto nach, ob eine der beiden Buchungen als „vorgemerkt"" oder „ausstehend"" angezeigt wird. Das ist oft nur eine vorübergehende Bankvormerkung und verschwindet von selbst innerhalb von 3–5 Werktagen.

**Falls beide Buchungen nach 5 Werktagen noch da sind:**

1. Öffne in der App **Einstellungen > Hilfe > Kontakt**
2. Wähle „Zahlungsproblem melden""
3. Gib deine FocusFlow-E-Mail-Adresse an
4. Füge wenn möglich einen Screenshot beider Buchungen oder die Transaktionsnummern bei

Wir prüfen dann deinen Fall und erstatten den doppelt belasteten Betrag vollständig auf dein ursprüngliches Zahlungsmittel. Dein Pro-Zugang bleibt davon unberührt.

Quellen: bekannte-probleme.md; doppelte-abbuchung.md",bekannte-probleme.md; doppelte-abbuchung.md,bekannte-probleme.md; doppelte-abbuchung.md,1,0,1,,"Die Antwort deckt Vormerkung, 3–5 Werktage, Kontaktprozess und vollständige Erstattung ab, lässt aber den in der Soll-Kernaussage genannten Hinweis auf Store-Abos (Apple/Google) komplett aus, obwohl dies ein zentraler Zweig der erwarteten Aussage ist.","Alle genannten Fakten – Vormerkung, 3–5 Werktage, Meldeschritte über Einstellungen>Hilfe>Kontakt, vollständige Erstattung und unberührter Pro-Zugang – sind wortgetreu im Kontext belegt, keine zusätzlichen unbelegten Behauptungen.",,0,,,0.001416,0.0,0.0,0.0015,1416,0,0,300,0.0913,2.778,2.87,0
14,einfach,entwurf,contextual,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin","Passwort ändern, alle anderen Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app informieren",verdaechtige-anmeldungen.md,"Das ist ernst zu nehmen – handle bitte **sofort** nach diesen vier Schritten:

1. **Passwort ändern:** Geh zu Einstellungen > Sicherheit > Passwort ändern. Wähle ein Passwort, das du nirgendwo sonst verwendest. (Falls du nicht mehr reinkommst: Nutze „Passwort vergessen?"" auf dem Anmeldebildschirm.)

2. **Alle anderen Geräte abmelden:** Einstellungen > Sicherheit > Aktive Sitzungen > „Alle anderen Geräte abmelden"". Dort siehst du auch, welche Geräte angemeldet sind.

3. **E-Mail-Konto sichern:** Wer Zugriff auf dein E-Mail-Postfach hat, kann auch dein FocusFlow-Passwort zurücksetzen. Sichere daher auch dein E-Mail-Konto.

4. **Support informieren:** Schreib an **security@focusflow.app** und leite die Benachrichtigungs-E-Mail weiter.

Deine Daten sind auf Servern in der EU (Frankfurt) gespeichert und werden nicht an Drittländer übertragen – aber es ist wichtig, schnell zu handeln.

Quellen: verdaechtige-anmeldungen.md; datenschutz-und-speicherort.md",verdaechtige-anmeldungen.md; datenschutz-und-speicherort.md,verdaechtige-anmeldungen.md; passwort-zuruecksetzen.md; datenschutz-und-speicherort.md,1,1,1,,"Alle vier Kernschritte (Passwort ändern, Geräte abmelden, E-Mail sichern, Support informieren) sind vollständig und korrekt enthalten.",Alle vier Handlungsschritte sowie die Aussage zur Datenspeicherung in der EU/Frankfurt und keine Drittlandübertragung sind wörtlich aus dem Kontext gedeckt.,,0,,,0.001818,0.0,0.0,0.0018,1818,0,0,360,0.0956,4.52,4.616,1
15,einfach,entwurf,contextual,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?","EU, Rechenzentrum in Frankfurt am Main, keine Übertragung in Drittländer",datenschutz-und-speicherort.md,"Deine Daten werden in der **Europäischen Union** gespeichert – genauer gesagt im Rechenzentrum unseres Hosting-Anbieters in **Frankfurt am Main**. Eine Übertragung in die USA oder andere Drittländer findet nicht statt.

Du kannst also beruhigt sein: Deine Habit-Daten bleiben in der EU! 🇪🇺

Quellen: datenschutz-und-speicherort.md",datenschutz-und-speicherort.md,datenschutz-und-speicherort.md,1,1,1,,"Die Antwort enthält die Kernaussage vollständig: EU, Frankfurt am Main, keine Übertragung in Drittländer.","Alle Aussagen sind durch den Kontext gedeckt; die Erwähnung der USA ist eine zulässige, naheliegende Konkretisierung von 'Drittländer' und widerspricht dem Kontext nicht.",,0,,,0.001379,0.0,0.0,0.00061,1379,0,0,122,0.0963,1.736,1.832,1
16,einfach,entwurf,contextual,gibts eigentlich ein widget für android oder nur fürs iphone?,"Ja, Android ab Version 10 (Startbildschirm); Timer-Widget nur mit Pro",widgets.md,"Ja, es gibt Widgets für beide Plattformen! 📱

**Android:** Widgets sind ab Android 10 verfügbar. So fügst du sie hinzu:
1. Halte eine freie Stelle auf dem Startbildschirm gedrückt und tippe auf „Widgets"".
2. Suche „FocusFlow"" und ziehe das gewünschte Widget auf den Startbildschirm.

**iPhone:** Widgets gibt es für den Home-Bildschirm und den Sperrbildschirm (ab iOS 17).

Du kannst also auf beiden Geräten deine Habits direkt vom Startbildschirm aus verwalten!

Quellen: widgets.md",widgets.md,widgets.md,1,1,1,,"Die Hauptaussage 'Ja, es gibt ein Widget für Android ab Version 10' ist klar enthalten; der Nebenpunkt zum Pro-exklusiven Timer-Widget fehlt, ist aber laut Kriterien als Nebenpunkt tolerierbar.","Alle genannten Fakten (Android ab 10, Schritte zur Widget-Installation, iOS Home- und Sperrbildschirm ab 17) sind wortgetreu aus dem Kontext übernommen und widersprechen ihm nicht.",,0,,,0.001068,0.0,0.0,0.000875,1068,0,0,175,0.0923,2.367,2.46,1
17,mehrquellen,entwurf,contextual,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?","Das sind zwei getrennte Konten; Zusammenführen nur über den Support (Einstellungen > Hilfe > Kontakt), dauert bis zu 5 Werktage, nicht umkehrbar",anmelden-mit-google.md; konten-zusammenfuehren.md,"Das ist ein häufiges Problem! Weil du dich ursprünglich mit E-Mail/Passwort registriert hast und später mit Google anmeldest, hat FocusFlow zwei separate Konten erstellt – auch wenn die E-Mail-Adresse gleich ist. Deine Habits sind nicht gelöscht, sondern verteilt auf beide Konten.

**Lösung:** Unser Support kann beide Konten für dich zusammenführen. Das geht leider nicht selbst in der App. Schreib uns über **Einstellungen > Hilfe > Kontakt** und erkläre die Situation – unser Team kümmert sich darum!

Quellen: anmelden-mit-google.md; konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,anmelden-mit-google.md; konten-zusammenfuehren.md,1,1,1,,"Die Antwort nennt die Hauptaussage, dass es sich um zwei getrennte Konten handelt und dass eine Zusammenführung nur durch den Support über Einstellungen > Hilfe > Kontakt möglich ist; die Nebenpunkte (5 Werktage, Nicht-Umkehrbarkeit) fehlen, sind aber laut Vorgabe tolerierbar.","Alle Behauptungen (zwei Konten durch unterschiedliche Anmeldemethoden, Habits nicht gelöscht sondern verteilt, Support kann zusammenführen, nicht in der App möglich, Kontakt über Einstellungen) sind wörtlich oder sinngemäß durch den Kontext gedeckt, keine zusätzlichen unbelegten Aussagen.",,0,,,0.001395,0.0,0.0,0.00095,1395,0,0,190,0.0902,2.365,2.455,1
18,einfach,entwurf,contextual,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.","Beim Wechsel monatlich → jährlich wird der Restmonat als Guthaben mit dem Jahrespreis verrechnet (z. B. 54,34 statt 59 USD); eine volle Belastung entspricht nicht diesem Ablauf",tarif-wechseln.md,"Das klingt nach einer doppelten Abbuchung – das ist uns bekannt und tut uns leid! 

Beim Wechsel von monatlich auf jährlich sollte es eigentlich so laufen: Du bekommst ein anteiliges Guthaben für die restlichen Tage deines aktuellen Monats, das direkt mit dem Jahrespreis verrechnet wird. Du zahlst also weniger.

Wenn du stattdessen den vollen Jahrespreis zahlst *und* der Monat noch separat berechnet wurde, ist das eine doppelte Belastung. Die gute Nachricht: Bei doppelten Belastungen erstatten wir dir **immer den vollen doppelt belasteten Betrag** – ohne Fristen oder Bedingungen.

Bitte kontaktiere unseren Support in der App (Einstellungen > Hilfe > Kontakt) und schildere dein Fall. Sie werden die doppelte Abbuchung prüfen und dir das Geld zurückerstatten.

Quellen: doppelte-abbuchung.md; tarif-wechseln.md; erstattungen.md",doppelte-abbuchung.md; tarif-wechseln.md; erstattungen.md,doppelte-abbuchung.md; tarif-wechseln.md; erstattungen.md,1,1,1,,"Die Antwort erklärt korrekt, dass beim Wechsel monatlich→jährlich der Restmonat als Guthaben mit dem Jahrespreis verrechnet wird, und stellt klar, dass eine volle Belastung (zusätzlich zur separaten Monatszahlung) einer doppelten Belastung entspricht – die Kernaussage ist somit klar enthalten, auch wenn die konkreten Zahlen (54,34 USD) fehlen.","Alle Behauptungen sind durch den Kontext gedeckt: das bekannte Problem doppelter Abbuchungen, die Guthaben-Verrechnung beim Wechsel monatlich→jährlich, die vollständige Erstattung bei doppelten Belastungen unabhängig von Fristen, und der vorgegebene Support-Verweis.",,0,,,0.001442,0.0,0.0,0.00146,1442,0,0,292,0.0869,3.188,3.275,1
19,mehrquellen,entwurf,contextual,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?","Ja, innerhalb von 14 Tagen wird der tatsächlich gezahlte Betrag erstattet, Pro endet dann sofort (danach neu monatlich abschließen); ein normaler Wechsel zurück auf monatlich greift erst zum Laufzeitende",tarif-wechseln.md; erstattungen.md,"Ja, du kannst zurück auf monatliche Zahlung wechseln! Der Wechsel wird dann **zum Ende deines aktuellen Jahreszeitraums** wirksam – du behältst also Pro bis dahin wie gewohnt, danach wird monatlich abgerechnet.

Ob und wie viel Geld du für den bereits bezahlten Zeitraum zurückbekommen kannst, hängt von unseren allgemeinen Erstattungsrichtlinien ab. Die genauen Details dazu findest du in der App unter **Einstellungen > Hilfe > Kontakt** – dort kann dir der Support konkret sagen, was in deinem Fall möglich ist.

**Hinweis:** Uns ist bekannt, dass es beim Tarifwechsel gelegentlich zu doppelten Abbuchungen kommt. Falls das bei dir der Fall ist, kontaktiere ebenfalls den Support – die können dir da helfen.

Quellen: tarif-wechseln.md; doppelte-abbuchung.md",tarif-wechseln.md; doppelte-abbuchung.md,tarif-wechseln.md; doppelte-abbuchung.md,0,0,1,,"Die Antwort verweist nur auf den regulären Wechsel 'jährlich zu monatlich', der erst zum Ende des Jahreszeitraums wirksam wird, und erwähnt keine 14-Tage-Frist mit sofortiger Beendigung und Erstattung des gezahlten Betrags. Damit widerspricht sie der Kernaussage, dass der Kunde innerhalb von 14 Tagen sofort kündigen und sein Geld zurückbekommen kann.","Alle inhaltlichen Aussagen (Wechsel zum Jahresende, Verweis auf allgemeine Erstattungsrichtlinien, Hinweis auf doppelte Abbuchungen, Support-Verweis) sind wörtlich oder sinngemäß im Kontext enthalten, es werden keine unbelegten Behauptungen aufgestellt.",,0,,,0.001387,0.0,0.0,0.001285,1387,0,0,257,0.0929,3.149,3.242,0
